Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks
,AQ,MRB,Marambio,Marambio,,RL,1-------,0507,,6414S 05639W,
,AQ,MZU,Mario Zucchelli,Mario Zucchelli,,RL,1-------,0507,,7441S 16407E,ex Terra Nova Bay Station
,AQ,MAW,Mawson Station,Mawson Station,,RL,1-------,0907,,6736S 06252E,
,AQ,MCM,McMurdo,McMurdo,,RL,1--4----,0507,,7750S 16640E,
,AQ,MIR,Mirny,Mirny,,RL,1-------,0507,,6633S 09300E,
,AQ,NEU,Neumayer,Neumayer,,RL,--3-----,0507,,7038S 00815W,
,AQ,NOV,Novolazarevskaya,Novolazarevskaya,,RL,--3-----,0507,,7046S 01151E,
,AQ,ORC,Orcadas,Orcadas,,RL,1-------,0507,,6044S 04444W,
,AQ,PLM,Palmer,Palmer,,RL,1-------,0507,,6446S 06403W,
,AQ,PFS,Port Foster,Port Foster,,RL,1-------,1101,,6300S 06034W,
,AQ,PRO,Progress,Progress,,RL,1-------,0507,,6924S 07623E,
,AQ,ROT,Rothera,Rothera,,RL,1-------,0507,,6734S 06807W,
,AQ,SMT,San Martín,San Martin,,RL,1-------,0507,,6807S 06706W,
,AQ,SNA,SANAE IV,SANAE IV,,RL,--3-----,0507,,7140S 00249W,
,AQ,SBA,Scott Base,Scott Base,,RL,--3-----,0507,,7751S 16645E,
,AQ,SGN,Signy,Signy,,RL,1-------,0507,,6043S 04536W,
,AQ,SYW,Syowa,Syowa,,RL,1-------,0507,,6900S 03935E,
,AQ,TNM,Teniente R. Marsh,Teniente R. Marsh,,AI,---4----,0507,,6213S 05855W,
,AQ,TOR,Tor,Tor,,RL,--3-----,0507,,7153S 00509E,
,AQ,TRL,Troll,Troll,,RL,--3-----,0507,,7200S 00232E,
,AQ,VKY,Vernadsky,Vernadsky,,RL,1-------,0507,,6514S 06415W,
,AQ,VOS,Vostok,Vostok,,RL,--3-----,0507,,7828S 10648E,
,AQ,WSA,Wasa,Wasa,,RL,1-------,0507,,7303S 01325W,
,AQ,ZGN,Zhongshan,Zhongshan,,RL,1-------,0507,,6922S 07623E,
,AR,ABA,Abasto,Abasto,,RQ,--3-----,1101,,3458S 05805W,
,AR,ACA,Acaraguá,Acaragua,N,RL,--3-----,1201,,2728S 05507W,
,AR,ACS,Acassuso,Acassuso,B,RL,--3-----,1501,,3429S 05831W,
,AR,AVD,Acevedo,Acevedo,B,RL,--3-----,0201,,3344S 06027W,
,AR,AC5,Acheral,Acheral,T,RL,--3-----,1601,,2707S 06527W,
,AR,AMA,Adelia María,Adelia Maria,X,RL,--3-----,1201,,3337S 06402W,
,AR,GEO,Agrelo,Agrelo,M,RL,1-------,1107,,3307S 06853W,
,AR,AGS,Aguilares,Aguilares,T,RL,--3-----,1201,,2726S 06537W,
,AR,AIM,Aimogasta,Aimogasta,F,RL,--3-----,0901,,2843S 06649W,
,AR,ALN,Albardón,Albardon,J,RL,--3-----,1201,,3126S 06831W,
,AR,ALI,Alberti,Alberti,B,RL,-23-----,0607,,3502S 06017W,
,AR,AEA,Aldea Escolar,Aldea Escolar,U,RL,--3-----,1201,,4308S 07133W,
,AR,ADS,Alderetes,Alderetes,T,RL,--3-----,1201,,2649S 06508W,
,AR,ALL,Allen,Allen,R,RL,-23-----,0212,,3859S 06749W,
,AR,ALE,Almafuerte,Almafuerte,X,RL,--3-----,1201,,3212S 06415W,
,AR,ALS,Alsina,Alsina,,RQ,--3-----,1101,,3354S 05923W,
,AR,ASL,Alto de Sierra,Alto de Sierra,J,RL,--3-----,1201,,3131S 06825W,
,AR,ARR,Alto Río Senguerr,Alto Rio Senguerr,U,AI,--34----,0212,,4502S 07050W,
,AR,LTV,Alto Verde,Alto Verde,M,RQ,--3-----,1101,,3309S 06721W,
,AR,ALZ,Alvarez,Alvarez,S,RL,--3-----,1201,,3307S 06048W,
,AR,AVR,Alvear,Alvear,S,RQ,-----6--,1001,,3340S 06037W,
,AR,ANC,Ancón,Ancon,B,RL,--3-----,1207,,3534S 06151W,
,AR,ADC,Andacollo,Andacollo,Q,RL,--3-----,1501,,3711S 07041W,
,AR,AND,Andalgalá,Andalgala,K,RL,-23-----,0212,,2736S 06619W,
,AR,ANO,Angaco,Angaco,J,RL,--3-----,1201,,3113S 06802W,
,AR,ASA,Apolinario Saravia,Apolinario Saravia,A,RL,-----6--,1107,,2425S 06402W,
,AR,APO,Apostoles,Apostoles,N,RQ,--3-----,0901,,2755S 05546W,
,AR,ARN,Aranguren,Aranguren,E,RL,--3-----,1201,,3214S 06009W,
,AR,ARI,Arias,Arias,X,RL,-----6--,1201,,3338S 06225W,
,AR,AVO,Aristóbulo del Valle,Aristobulo del Valle,N,RL,--3-----,1201,,2707S 05455W,
,AR,ARG,Armstrong,Armstrong,S,RL,--3-----,1201,,3246S 06136W,
,AR,ACF,Arrecifes,Arrecifes,B,RL,123-----,0601,,3405S 06007W,
,AR,AYO,Arroyito,Arroyito,X,RQ,--3-----,1101,,3125S 06303W,
,AR,ASO,Arroyo Seco,Arroyo Seco,,RQ,1-------,0901,,3308S 06026W,
,AR,AST,Asturias,Asturias,,RL,--3-----,0901,,3610S 06153W,
,AR,ATU,Atucha,Atucha,B,RL,--3-----,9811,,,
,AR,AVE,Avellaneda,Avellaneda,C,RL,--3-----,0901,,3439S 05822W,
,AR,AVS,Avellaneda,Avellaneda,S,RL,--3-----,1501,,2906S 05939W,
,AR,AZU,Azul,Azul,B,RL,-23-----,0601,,3647S 05952W,
,AR,ANA,Añatuya,Anatuya,G,RL,-23-----,0212,,2828S 06250W,
,AR,ALO,Añelo,Anelo,Q,RL,-----6--,1201,,3821S 06847W,
,AR,BSB,Bahia San Blas,Bahia San Blas,B,RL,--3-----,1201,,4033S 06215W,
,AR,BHI,Bahía Blanca,Bahia Blanca,B,AI,1--4----,0212,,3843S 06217W,
,AR,BAJ,Bajo Grande,Bajo Grande,F,RL,--3-----,0901,,3034S 06609W,
,AR,BHO,Bajo Hondo,Bajo Hondo,B,RL,--3-----,1201,,3846S 06154W,
,AR,BCA,Balcarce,Balcarce,B,RL,-23-----,0601,,3750S 05815W,
,AR,BES,Ballesteros,Ballesteros,X,AA,--3-----,1307,,3232S 06258W,
,AR,BDR,Banda del Río Salí,Banda del Rio Sali,T,RL,--3-----,1201,,2650S 06510W,
,AR,BAD,Banfield,Banfield,B,RL,--3-----,1501,,3445S 05824W,
,AR,BAR,Baradero,Baradero,B,RL,--3-----,0901,,3347S 05931W,
,AR,BAS,Barrancas,Barrancas,M,RL,-----6--,1201,,3360S 06843W,
,AR,BQS,Barranqueras,Barranqueras,H,AI,1-------,9401,,,
,AR,BAL,Barreal,Barreal,J,RL,--3-----,1201,,3138S 06928W,
,AR,BTN,Barrio Batan,Barrio Batan,B,RL,--3-----,1501,,3800S 05742W,
,AR,BMS,Barrio Marquez de Sobremonte,Barrio Marquez de Sobremonte,X,RL,--3-----,1501,,3123S 06410W,
,AR,BEC,Beccar,Beccar,B,RL,--3-----,1501,,3446S 05854W,
,AR,BVL,Bell Ville,Bell Ville,X,RL,--3-----,1201,,3237S 06242W,
,AR,BEL,Bella Vista,Bella Vista,B,RL,--3-----,0901,,3433S 05841W,
,AR,BVA,Bella Vista,Bella Vista,T,AA,--3-----,1207,,2702S 06518W,
,AR,BVC,Bella Vista,Bella Vista,W,RQ,1----6--,1001,,2830S 05903W,
,AR,BDE,Belén de Escobar,Belen de Escobar,B,RL,-----6--,0901,,3420S 05849W,
,AR,BVZ,Benavidez,Benavidez,B,RL,--3-----,1501,,3424S 05842W,
,AR,BEA,Bengolea,Bengolea,X,AA,--3-----,1207,,3302S 06341W,
,AR,BJR,Benito Juarez,Benito Juarez,B,RQ,--3-----,1101,,3740S 05948W,
,AR,BER,Berazategui,Berazategui,B,RL,--3-----,0901,,3444S 05815W,
,AR,BRN,Bernal,Bernal,B,RL,--3-----,0901,,3443S 03815W,
,AR,BOL,Bombal,Bombal,S,RL,--3-----,1201,,3327S 06120W,
,AR,BOU,Boulogne,Boulogne,B,RL,--3-----,1501,,3430S 05834W,
,AR,BON,Bowen,Bowen,M,AA,--3-----,1207,,3500S 06731W,
,AR,BGO,Bragado,Bragado,B,RL,-23-----,0601,,3507S 06030W,
,AR,BRD,Brandsen,Brandsen,B,RL,-----6--,1201,,3510S 05814W,
,AR,BUE,Buenos Aires,Buenos Aires,C,AI,12345---,0401,,3435S 05840W,
,AR,BUU,Burruyacú,Burruyacu,T,AA,--3-----,1207,,2630S 06445W,
,AR,BUR,Burzaco,Burzaco,B,RL,--3-----,0901,,3449S 03449W,
,AR,CAB,Caballito,Caballito,B,RL,--3-----,1207,,3437S 05827W,
,AR,CSA,Cabo San Antonio,Cabo San Antonio,,RQ,1-------,0907,,3602S 05634W,
,AR,CFY,Cafayate,Cafayate,A,RL,--3-----,0601,,2604S 06558W,
,AR,CAS,Calabacillas,Calabacillas,E,AA,--3-----,1207,,3130S 05808W,
,AR,CLC,Caleta Córdoba,Caleta Cordoba,X,AI,1-------,0212,,4544S 06704W,
,AR,CVI,Caleta Olivia,Caleta Olivia,Z,AI,1--4----,9601,,,
,AR,CMP,Campana,Campana,B,AI,1-------,1101,,3409S 05857W,
,AR,CGO,Campo Grande,Campo Grande,N,AA,--3-----,1207,,2713S 05458W,
,AR,CLO,Campo Largo,Campo Largo,H,AA,--3-----,1207,,2648S 06050W,
,AR,CQO,Campo Quijano,Campo Quijano,A,AA,--3-----,1207,,2455S 06539W,
,AR,CRO,Campo Ramón,Campo Ramon,N,AA,--3-----,1207,,2728S 05500W,
,AR,MPO,Campo Salto,Campo Salto,A,RL,-----6--,1107,,3417S 06014W,
,AR,CSO,Campo Santo,Campo Santo,A,AA,--3-----,1207,,2440S 06506W,
,AR,CVO,Campo Viera,Campo Viera,N,AA,--3-----,1207,,2723S 05502W,
,AR,CRL,Canada Rosquin,Canada Rosquin,S,RL,-----6--,1107,,3203S 06136W,
,AR,CNL,Canals,Canals,X,RL,-----6--,1201,,3333S 06253W,
,AR,CDL,Candelaria,Candelaria,N,RQ,1-------,0901,,2727S 05545W,
,AR,CNN,Canning,Canning,B,RL,-----6--,1107,,3452S 05831W,
,AR,CAE,Canuelas,Canuelas,B,RL,------7-,1107,,3502S 05844W,
,AR,CDS,Capilla del Señor,Capilla del Senor,B,AA,-23-----,1207,,3418S 05906W,
,AR,CBZ,Capitan Bermudez,Capitan Bermudez,,RQ,-2------,1001,,3249S 06043W,
,AR,CSN,Capitán Sarmiento,Capitan Sarmiento,B,AA,--3-----,1207,,3410S 05948W,
,AR,CAA,Carcaraña,Carcarana,S,AA,--3-----,1207,,3251S 06109W,
,AR,CCB,Carlos Casares,Carlos Casares,B,RL,--3-----,1207,,3537S 06121W,
,AR,CAN,Carmen de Areco,Carmen de Areco,B,RL,--3-----,1201,,3423S 05949W,
,AR,CPG,Carmen de Patagones,Carmen de Patagones,B,AI,---4----,9912,,,
,AR,CDN,Carmen Del Sauce,Carmen Del Sauce,S,AA,--3-----,1307,,3314S 06048W,
,AR,CAO,Carnerillo,Carnerillo,X,AA,--3-----,1207,,3255S 06402W,
,AR,ORE,Caseros,Caseros,B,RL,-----6--,1107,,3437S 05832W,
,AR,CSL,Casilda,Casilda,S,RQ,--3-----,0901,,3303S 06110W,
,AR,CTL,Castelar,Castelar,B,RL,--3-----,1501,,3439S 05838W,
,AR,CTC,Catamarca,Catamarca,K,AI,---4----,9601,,,
,AR,CAT,Catinzaco,Catinzaco,F,RL,--3-----,1401,,2940S 06723W,
,AR,CTO,Catrilo,Catrilo,L,AA,--3-----,1307,,3624S 06325W,
,AR,CUE,Caucete,Caucete,J,AA,--3-----,1307,,3139S 06817W,
,AR,CVH,Caviahue,Caviahue,Q,AI,---4----,9912,,,
,AR,CGA,Cañada de Gómez,Canada de Gomez,S,RL,--3-----,1201,,3249S 06124W,
,AR,CEN,Centenario,Centenario,B,RL,--3-----,1301,,3550S 06126W,
,AR,CRR,Ceres,Ceres,S,AI,---4----,9912,,,
,AR,CAL,Cerro Azul,Cerro Azul,N,RL,-23-----,1407,,2738S 05529W,
,AR,CVP,Cevil Pozo,Cevil Pozo,T,RL,--3-----,1501,,2651S 06507W,
,AR,CRA,Cevil Redondo,Cevil Redondo,T,RL,-----6--,1301,,2647S 06517W,
,AR,CSS,Chabás,Chabas,S,AA,--3-----,1307,,3314S 06121W,
,AR,CCO,Chacabuco,Chacabuco,B,RL,-23-----,0601,,3438S 06028W,
,AR,CDC,Chacras De Coria,Chacras De Coria,M,RL,--3-----,1501,,3300S 06852W,
,AR,CHA,Chajarí,Chajari,E,RL,-23-----,0212,,3046S 05759W,
,AR,CNT,Charata,Charata,H,AI,---4----,9912,,,
,AR,CHS,Chascomus,Chascomus,B,RL,-----6--,1107,,3534S 05801W,
,AR,CHO,Chilecito,Chilecito,F,RL,1----6--,1107,,2910S 06730W,
,AR,CBS,Chimbas,Chimbas,J,RL,1----6--,1107,,3129S 06832W,
,AR,CPY,Chimpay,Chimpay,R,RL,-----6--,1007,,3910S 06609W,
,AR,CVY,Chivilcoy,Chivilcoy,B,RL,-23-----,0601,,3454S 06002W,
,AR,CHL,Choele Choel,Choele Choel,R,RL,1----6--,1107,,,
,AR,HOS,Chos Malal,Chos Malal,Q,AI,---4----,9912,,,
,AR,CST,Cinco Saltos,Cinco Saltos,R,RL,--3-----,1301,,3849S 06804W,
,AR,CPA,Cipoletti,Cipoletti,R,RL,-23-----,0601,,3855S 06759W,
,AR,CYB,City Bell,City Bell,B,RQ,--3-----,0901,,3451S 05803W,
,AR,EVA,Ciudad Evita,Ciudad Evita,B,RQ,--3-----,1101,,3451S 05854W,
,AR,CIU,Ciudadela,Ciudadela,B,RL,--3-----,1501,,3437S 05832W,
,AR,CLN,Classon,Classon,S,AA,--3-----,1307,,3227S 06117W,
,AR,CLX,Clorinda,Clorinda,F,AI,---4----,9912,,,
,AR,CZO,Colazo,Colazo,X,AA,--3-----,1307,,3155S 06324W,
,AR,CRY,Colonia Caroya,Colonia Caroya,X,RL,1----6--,1107,,,
,AR,CCT,Colonia Catriel,Colonia Catriel,R,AI,---4----,9912,,,
,AR,OLN,Colonia Sarmiento,Colonia Sarmiento,U,AI,---4----,9912,,,
,AR,COL,Colón,Colon,E,AI,1-------,0212,,3213S 05808W,
,AR,COO,Colón,Colon,C,RL,-----6--,1201,,3353S 06107W,
,AR,CRD,Comodoro Rivadavia,Comodoro Rivadavia,U,AI,1--4----,9601,,,
,AR,COS,Concepcion de la Sierra,Concepcion de la Sierra,N,RL,--3-----,1501,,2759S 05531W,
,AR,CON,Concepción,Concepcion,W,AA,--3-----,1207,,2823S 05753W,
,AR,COU,Concepción del Uruguay,Concepcion del Uruguay,E,AI,1-------,0212,,3229S 05814W,
,AR,CCP,Conceptión,Conception,T,RL,-23-----,0601,,2720S 06535W,
,AR,COC,Concordia,Concordia,E,AI,---4----,9601,,,
,AR,CMG,Contralmirante Martín Guerrico,Contralmirante Martin Guerrico,R,RL,--3-----,1207,,3901S 06744W,
,AR,IQO,Coquimbito,Coquimbito,M,RL,1-------,1107,,3258S 06845W,
,AR,COA,Coronda,Coronda,S,AA,--3-----,1207,,3158S 06055W,
,AR,CSZ,Coronel Suarez,Coronel Suarez,B,RL,---4----,0907,,3728S 06155W,
,AR,CNQ,Corrientes,Corrientes,W,AI,1--4----,9601,,,
,AR,CDA,Costa de Araujo,Costa de Araujo,M,RQ,--3-----,0907,,3245S 06825W,
,AR,CEO,Crespo,Crespo,E,RL,--3-----,1201,,3202S 06019W,
,AR,CAZ,Cruz Alta,Cruz Alta,X,AA,--3-----,1207,,3300S 06148W,
,AR,CDP,Cruz De Piedra,Cruz De Piedra,M,RL,--3-----,1501,,3302S 06848W,
,AR,CDE,Cruz del Eje,Cruz del Eje,X,AA,--3-----,1207,,3044S 06448W,
,AR,CNO,Cuadro Nacional,Cuadro Nacional,M,AA,-23-----,1207,,3437S 06817W,
,AR,CUA,Cuatreros/Bahia Blanca,Cuatreros/Bahia Blanca,B,AI,1-------,9401,,,
,AR,UZU,Curuzú Cuatiá,Curuzu Cuatia,W,AI,---4----,0212,,2947S 05803W,
,AR,CUT,Cutral-Có,Cutral-Co,Q,AI,---4----,0212,,3856S 06914W,
,AR,COR,Córdoba,Cordoba,X,AI,---45---,0212,,3124S 06411W,
,AR,DIX,Daireaux,Daireaux,B,RL,-----6--,1107,,3636S 06145W,
,AR,DGU,Del Guazu,Del Guazu,E,RQ,1-------,1101,,3354S 05852W,
,AR,ADV,Del Viso,Del Viso,B,RL,--3-----,1501,,3427S 05848W,
,AR,DME,Diamante,Diamante,R,AI,1-------,9401,,,
,AR,DKS,Dock Sud,Dock Sud,C,RL,--3-----,1501,,3422S 05812W,
,AR,DSU,Dock Sur,Dock Sur,B,RL,1-3-----,1001,,3439S 05820W,
,AR,DCU,Don Torcuato,Don Torcuato,B,RL,--3-----,1207,,3430S 05838W,
,AR,DOR,Dorrego,Dorrego,M,RQ,--3-----,1101,,3254S 06845W,
,AR,EHL,El Bolsón,El Bolson,R,AI,--34----,0212,,4158S 07131W,
,AR,ELB,El Bolsón,El Bolson,K,RL,--3-----,0307,,2755S 06553W,
,AR,EBO,El Bordo,El Bordo,A,RL,-----6--,1107,,2444S 06506W,
,AR,FTE,El Calafate,El Calafate,Z,RL,---4----,0907,,5016S 07203W,
,AR,JEC,El Carril,El Carril,A,RL,--3-----,1501,,2505S 06528W,
,AR,EMX,El Maitén,El Maiten,U,AI,---4----,0212,,4203S 07110W,
,AR,EPA,El Palomar,El Palomar,B,RL,--34----,2107,,3432S 05836W,
,AR,ELP,El Plumerillo,El Plumerillo,M,RL,--3-----,1501,,3250S 06847W,
,AR,ETP,El Talar de Pacheco,El Talar de Pacheco,B,RL,--3-----,1407,,3427S 05839W,
,AR,ETL,El Trébol,El Trebol,S,RL,-----6--,1201,,3211S 06143W,
,AR,ELO,Eldorado,Eldorado,N,AI,---4----,9912,,,
,AR,ZAI,Embarcacíon,Embarcacion,A,AI,---4----,0212,,2313S 06406W,
,AR,EEA,Ensenada,Ensenada,B,RL,--3-----,1201,,3452S 05753W,
,AR,EPL,Espeleta,Espeleta,B,RL,--3-----,1501,,3446S 05815W,
,AR,ESP,Esperanza,Esperanza,S,RQ,--3-----,1101,,3127S 06056W,
,AR,EQS,Esquel,Esquel,U,AI,---4----,9601,,,
,AR,ESE,Esteban Echeverría,Esteban Echeverria,B,RL,--3-----,1207,,3448S 05828W,
,AR,JTR,Etruria,Etruria,X,RL,--3-----,1501,,3256S 06315W,
,AR,EBA,Eugenio Bustos,Eugenio Bustos,M,RL,-----6--,1107,,3346S 06904W,
,AR,EZA,Ezeiza,Ezeiza,B,RL,--3-----,1501,,3450S 05831W,
,AR,FAM,Famaillá,Famailla,T,RQ,--3-----,1301,,2703S 06524W,
,AR,FEN,Federación,Federacion,E,RL,--3-----,1201,,3100S 05754W,
,AR,FER,Fernández,Fernandez,G,RL,--3-----,1207,,2755S 06354W,
,AR,FRR,Ferreyra,Ferreyra,X,RL,--3-----,1501,,3127S 06406W,
,AR,FVB,Florencio Varela,Florencio Varela,B,RL,-----6--,1107,,,
,AR,FLO,Florida,Florida,B,RL,--3-----,1501,,3453S 05849W,
,AR,FMA,Formosa,Formosa,P,AI,1--4----,9601,,,
,AR,FRK,Franck,Franck,S,RL,--3-----,1501,,3135S 06056W,
,AR,FLB,Fray Luis A. Beltrán,Fray Luis A. Beltran,S,RL,-----6--,1201,,3247S 06044W,
,AR,FBE,Fray Luis Beltran,Fray Luis Beltran,M,RL,--3-----,1501,,3301S 06839W,
,AR,FRY,Freyre,Freyre,X,RL,--3-----,1501,,3109S 06205W,
,AR,FRT,Frontera,Frontera,X,RL,---4----,0607,,3108S 06248W,
,AR,XLM,Fuentes,Fuentes,S,RL,--3-----,1501,,3310S 06105W,
,AR,FNS,Funes,Funes,S,RL,-----6--,1201,,3255S 06049W,
,AR,GRU,Garupá,Garupa,N,RL,--3-----,1701,,2729S 05550W,
,AR,GAR,Garín,Garin,B,RL,--3-----,1301,,3425S 05845W,
,AR,GVA,General Alvear,General Alvear,M,RL,-23-----,0601,,3500S 06739W,
,AR,GBE,General Belgrano,General Belgrano,B,RQ,--3-----,1101,,3546S 05830W,
,AR,GCA,General Cabrera,General Cabrera,X,RQ,--3-----,1101,,3248S 06352W,
,AR,GDL,General Deheza,General Deheza,X,RL,--3-----,1201,,3244S 06346W,
,AR,XSA,General Enrique Godoy,General Enrique Godoy,R,RL,--3-----,1501,,3905S 06709W,
,AR,NES,General Enrique Mosconi,General Enrique Mosconi,A,RL,-----6--,1201,,2236S 06349W,
,AR,GDG,General Gutiérrez,General Gutierrez,M,RL,--3-----,1501,,3257S 06847W,
,AR,GGL,General Güemes,General Guemes,A,AA,--3-----,1307,,2440S 06503W,
,AR,GLS,General Lagos,General Lagos,S,RL,--3-----,2101,,3306S 06034W,
,AR,GLV,General Lavalle,General Lavalle,B,RL,-----6--,1201,,3624S 05658W,
,AR,GMA,General Madariaga,General Madariaga,B,RL,--3-----,1501,,3659S 05707W,
,AR,GPC,General Pacheco,General Pacheco,B,RL,--3-----,1501,,3527S 05839W,
,AR,GPO,General Pico,General Pico,L,AI,---4----,9601,,,
,AR,GRM,General Ramírez,General Ramirez,E,RL,-23-----,1307,,3211S 06012W,
,AR,GNR,General Roca,General Roca,R,AI,-234----,0212,,3902S 06735W,
,AR,GRD,General Rodríguez,General Rodriguez,B,RL,--3-----,1207,,3437S 05857W,
,AR,VGS,General Villegas,General Villegas,B,AI,---4----,9912,,,
,AR,JGR,Gerli,Gerli,B,RL,--3-----,1501,,3442S 05823W,
,AR,GOB,Gobernador Benegas,Gobernador Benegas,M,RL,-----6--,1201,,3257S 06851W,
,AR,VLV,Gobernador Crespo,Gobernador Crespo,S,RL,--3-----,1501,,3023S 06025W,
,AR,GGS,Gobernador Gregores,Gobernador Gregores,Z,AI,---4----,9601,,,
,AR,GRC,Gobernador Roca,Gobernador Roca,N,RL,--3-----,1207,,2711S 05528W,
,AR,GCR,Godoy Cruz,Godoy Cruz,M,RL,-23-----,0701,,3256S 06850W,
,AR,GOC,González Catán,Gonzalez Catan,B,RL,-----6--,1801,,3446S 05837W,
,AR,GOD,Gowland,Gowland,B,RL,--3-----,1501,,3440S 05921W,
,AR,OYA,Goya,Goya,W,AI,1--4----,9601,,,
,AR,GRB,Granadero Baigorria,Granadero Baigorria,S,RL,--3-----,1501,,3251S 06042W,
,AR,GBG,Grand Bourg,Grand Bourg,B,RL,--3-----,1307,,3429S 05843W,
,AR,GUY,Gualeguay,Gualeguay,E,RL,--3-----,1201,,3309S 05920W,
,AR,GHU,Gualeguaychú,Gualeguaychu,E,AI,1--4----,0212,,3301S 05831W,
,AR,GYM,Guaymallén,Guaymallen,M,RL,--3-----,1407,,3254S 06847W,
,AR,GUR,Guerrico,Guerrico,B,RQ,--3-----,1101,,3340S 06024W,
,AR,GVL,Gálvez,Galvez,S,RL,--3-----,1301,,3201S 06113W,
,AR,GUM,Güemes,Guemes,T,RL,-----6--,1201,,2719S 06520W,
,AR,HAE,Haedo,Haedo,B,RL,--3-----,1501,,3438S 05835W,
,AR,HER,Hernando,Hernando,X,RL,--3-----,1501,,3225S 06344W,
,AR,HVB,Herrera Vegas,Herrera Vegas,B,RL,-----6--,1201,,3605S 06125W,
,AR,HIC,Hickmann,Hickmann,A,RL,-23-----,0212,,2312S 06334W,a.k.a Hickman
,AR,HUG,Hughes,Hughes,S,RL,-23-----,0607,,3348S 06120W,
,AR,HUM,Humboldt,Humboldt,S,RL,-----6--,1107,,3125S 06105W,
,AR,HUR,Hurlingham,Hurlingham,B,RL,--3-----,1301,,3436S 05838W,
,AR,IBY,Ibicuy,Ibicuy,E,AI,1-------,0212,,3344S 05910W,
,AR,IGR,Iguazú,Iguazu,N,AI,---4----,0212,,2534S 05434W,
,AR,IAL,Ingeniero Allan,Ingeniero Allan,B,RL,--3-----,1501,,3551S 05812W,
,AR,BUI,Ingeniero Buitrago,Ingeniero Buitrago,B,RL,1-------,1801,,3321S 06008W,
,AR,IGI,Ingeniero Giagnoni,Ingeniero Giagnoni,M,RL,-----6--,1201,,3307S 06825W,
,AR,JJL,Ingeniero J. Allan,Ingeniero J. Allan,B,RL,--3-----,1501,,3453S 05811W,
,AR,IGB,Ingeniero Jacobacci,Ingeniero Jacobacci,R,AI,---4----,9912,,,
,AR,ILH,Ingeniero Luis A. Huergo,Ingeniero Luis A. Huergo,R,RL,--3-----,1501,,3905S 06714W,
,AR,IMZ,Ingeniero Maschwitz,Ingeniero Maschwitz,B,RL,--3-----,1501,,3422S 05844W,
,AR,INW,Ingeniero White/Bahia Blanca,Ingeniero White/Bahia Blanca,B,RL,1-3-----,1001,,3847S 06216W,
,AR,ICA,Ireneo Portela,Ireneo Portela,B,RL,-----6--,1201,,3358S 05940W,
,AR,ICV,Isidro Casanova,Isidro Casanova,K,RL,--3-----,1501,,3443S 05834W,
,AR,ITZ,Ituzaingo,Ituzaingo,B,RQ,--3-----,1101,,3440S 05840W,
,AR,WNL,Jauregui,Jauregui,B,RL,--3-----,1501,,3436S 05910W,
,AR,AEP,Jorge Newbury Apt/Buenos Aires,Jorge Newbury Apt/Buenos Aires,B,AI,---4----,9405,,,
,AR,JLS,Jose Leon Suarez,Jose Leon Suarez,B,RQ,1-------,0901,,,
,AR,JPZ,José C. Paz,Jose C. Paz,B,RL,-----6--,1007,,3430S 05845W,
,AR,JSM,José de San Martín,Jose de San Martin,U,AI,---4----,0212,,4402S 07029W,
,AR,JUJ,Jujuy,Jujuy,Y,AI,---4----,9601,,,
,AR,NIN,Junin,Junin,M,RQ,-----6--,0907,,3309S 06829W,
,AR,JNI,Junín,Junin,B,AI,---4----,0212,,3435S 06058W,
,AR,JUN,Junín de Los Andes,Junin de Los Andes,Q,RL,--3-----,0901,,3956S 07105W,
,AR,JPX,Justiniano Posse,Justiniano Posse,X,RL,--3-----,1801,,3253S 06240W,
,AR,JUA,Juárez Celman,Juarez Celman,X,RL,-----6--,1201,,3116S 06410W,
,AR,LCR,La Calera,La Calera,X,RQ,--3-----,1101,,3120S 06420W,
,AR,LCT,La Carlota,La Carlota,X,RL,--3-----,1501,,3326S 06318W,
,AR,LLM,La Consulta,La Consulta,M,RQ,--3--6--,0907,,3344S 06907W,
,AR,LCM,La Cumbre,La Cumbre,X,AI,---4----,9912,,,
,AR,LES,La Escondida,La Escondida,H,RQ,--3-----,0907,,2707S 05927W,
,AR,LFL,La Falda,La Falda,X,RQ,--3-----,0901,,3105S 06430W,
,AR,LPA,La Paz,La Paz,E,RL,-----6--,1107,,3045S 05939W,
,AR,LPM,La Paz,La Paz,M,RL,1----6--,1107,,3328S 06733W,
,AR,LPG,La Plata,La Plata,B,AI,1--4----,1101,,3451S 05753W,
,AR,LQU,La Quiaca,La Quiaca,Y,AI,-23-5---,0307,,2206S 06537W,
,AR,LAR,La Reja,La Reja,B,RL,--3-----,1207,,3438S 05848W,
,AR,IRJ,La Rioja,La Rioja,F,AI,---4----,9601,,,
,AR,LAT,La Tablada,La Tablada,G,RL,--3-----,1301,,2744S 06412W,
,AR,LTA,La Toma,La Toma,D,RL,-----6--,1201,,3303S 06537W,
,AR,LFR,Laferrere,Laferrere,B,RL,-----6--,1201,,3445S 05835W,
,AR,ING,Lago Argentino,Lago Argentino,Z,AI,---4----,9601,,,
,AR,LNS,Lanús,Lanus,B,RQ,-23-----,0901,,3442S 05824W,
,AR,VDY,Larroque,Larroque,E,RL,--3-----,1501,,3302S 05901W,
,AR,LCS,Las Catitas,Las Catitas,M,RL,--3-----,1207,,3318S 06802W,
